id1,id2,label
"b000jz4hqo","http://www.google.com/base/feeds/snippets/18441480711193821750",True
"b00004tkvy","http://www.google.com/base/feeds/snippets/18441110047404795849",True
"b000g80lqo","http://www.google.com/base/feeds/snippets/18441188461196475272",True
"b0006se5bq","http://www.google.com/base/feeds/snippets/18428750969726461849",True
"b00021xhzw","http://www.google.com/base/feeds/snippets/18430621475529168165",True
"b0000dbykm","http://www.google.com/base/feeds/snippets/18434163358494173665",True
"b0000dbykm","http://www.google.com/base/feeds/snippets/18363672170449359273",True
"b00029bqa2","http://www.google.com/base/feeds/snippets/18431790997623472871",True
"b0007prnjo","http://www.google.com/base/feeds/snippets/18434733520229761009",True
"b000i82j80","http://www.google.com/base/feeds/snippets/18434262004669557918",True
"b000i82j80","http://www.google.com/base/feeds/snippets/6054765746746674194",True
"b000in6u62","http://www.google.com/base/feeds/snippets/18434616791723899127",True
"b00006hvvo","http://www.google.com/base/feeds/snippets/3409784122469217433",True
"b00006hvvo","http://www.google.com/base/feeds/snippets/9687887699930800156",True
"b0000ycfcw","http://www.google.com/base/feeds/snippets/321181551780335576",True
"b00066dd5m","http://www.google.com/base/feeds/snippets/949436197920820923",True
"b00002sac9","http://www.google.com/base/feeds/snippets/8401993747038150345",True
"b000bcz8ng","http://www.google.com/base/feeds/snippets/3077454195131808819",True
"b000fm18vi","http://www.google.com/base/feeds/snippets/3620383930983735395",True
"b00009apna","http://www.google.com/base/feeds/snippets/3435680088823178198",True
"b0009rgzgm","http://www.google.com/base/feeds/snippets/1883379429602083103",True
"b000ap2wyw","http://www.google.com/base/feeds/snippets/2622452102774676117",True
"b000o24l3q","http://www.google.com/base/feeds/snippets/5181661570525386541",True
"b000o24l3q","http://www.google.com/base/feeds/snippets/9489728552695383239",True
"b0009jlux8","http://www.google.com/base/feeds/snippets/4923451909983851979",True
"b000cszg2m","http://www.google.com/base/feeds/snippets/5032391174084349054",True
"b00023azve","http://www.google.com/base/feeds/snippets/4949402291543451335",True
"b000ndicuy","http://www.google.com/base/feeds/snippets/2263647849333008264",True
"b0000ycfdq","http://www.google.com/base/feeds/snippets/4188176128903497851",True
"b0007yepy6","http://www.google.com/base/feeds/snippets/4783370532123880956",True
"b000cpmtwk","http://www.google.com/base/feeds/snippets/1417708435719198149",True
"b0002qnd2y","http://www.google.com/base/feeds/snippets/975032998818002648",True
"b000h22pg8","http://www.google.com/base/feeds/snippets/392494394952738157",True
"b0009h9q1i","http://www.google.com/base/feeds/snippets/5665024204886410",True
"b000cqyclu","http://www.google.com/base/feeds/snippets/1695089910833084773",True
"b0001db6i6","http://www.google.com/base/feeds/snippets/12904825904608701558",True
"b000bl40dg","http://www.google.com/base/feeds/snippets/10381298233088883938",True
"b000h22rbg","http://www.google.com/base/feeds/snippets/10500380486679990055",True
"b000bezsyi","http://www.google.com/base/feeds/snippets/10911853136488554482",True
"b0007g9760","http://www.google.com/base/feeds/snippets/11567429261409321598",True
"b0001bg5gq","http://www.google.com/base/feeds/snippets/11618158047568311763",True
"b000ivhozk","http://www.google.com/base/feeds/snippets/12543046747030237240",True
"b000buqo9a","http://www.google.com/base/feeds/snippets/12604725900103506627",True
"b00032heya","http://www.google.com/base/feeds/snippets/6195321262763979528",True
"b000butd6q","http://www.google.com/base/feeds/snippets/6990565128537638388",True
"b00032hexq","http://www.google.com/base/feeds/snippets/6856336028258284106",True
"b000b6vlh4","http://www.google.com/base/feeds/snippets/10993073455692001778",True
