id1,id2,label
25113,207910387,True
37650,209122924,True
34848,208117930,True
33537,206898358,True
37403,209705777,True
32874,202870171,True
31956,206356229,True
38697,206892248,True
38492,206725966,True
34220,209869342,True
32986,206179521,True
33160,207390655,True
38327,207390671,True
29829,205664964,True
22187,204587803,True
32022,204363358,True
22798,202143942,True
34998,208079230,True
34976,208504300,True
30594,204939361,True
28067,203922244,True
13700,90111702,True
33625,207506253,True
38920,206870284,True
35194,208504297,True
24386,203340101,True
33263,208105573,True
552,90132241,True
36705,208930722,True
30680,207390502,True
24034,50017228,True
16309,203022472,True
29820,202882380,True
36458,208237795,True
34963,208114682,True
36077,207900176,True
28650,203131635,True
35219,208504334,True
33563,207388760,True
33298,206526266,True
27501,203928709,True
27719,203379237,True
38480,204647332,True
29008,204792886,True
34927,208117933,True
37231,209114390,True
35925,202592699,True
34092,207679756,True
38345,208890628,True
34454,207390180,True
34465,209890796,True
34610,207543191,True
37808,204740188,True
36061,208791922,True
21267,203087865,True
32561,207338879,True
31032,210251970,True
34897,208504421,True
37308,209901965,True
34662,208294722,True
33490,207502093,True
33831,207552185,True
34595,203199121,True
35981,207539418,True
35186,208117919,True
36864,210442350,True
36808,210399818,True
34095,207653548,True
33279,206808440,True
23635,202900002,True
35384,208289993,True
38208,207527632,True
10640,203024425,True
33275,206808430,True
28149,203131412,True
13580,90125772,True
17479,90145972,True
33273,206808432,True
25291,203308084,True
33908,208111903,True
33671,206917816,True
26617,201692705,True
19112,90148541,True
29338,202143947,True
32322,203405815,True
29758,201953029,True
30533,205729817,True
32150,207390506,True
22729,202473822,True
36260,10316920,True
35308,208270234,True
20458,201953021,True
34895,208504345,True
33326,207390641,True
31374,208455792,True
38434,210227285,True
34727,207666379,True
33044,203514305,True
24368,202899996,True
34831,207682339,True
24402,203897877,True
33765,208455897,True
35987,207464939,True
20534,203022202,True
33562,207542597,True
28148,203131413,True
36450,209393872,True
27194,204318283,True
25902,202479411,True
32880,205106048,True
24316,204569292,True
33478,208154550,True
34379,208112355,True
16758,90137168,True
38346,208167531,True
33158,207338961,True
38826,208294970,True
38475,10140760,True
38794,209704118,True
36636,206783256,True
34937,208114670,True
28059,205592435,True
37208,209656950,True
18441,209002546,True
34926,208117932,True
36143,207907552,True
9546,208294904,True
34286,207945552,True
17372,10363243,True
37825,205505156,True
17220,90141074,True
30962,205599985,True
38473,10333846,True
37812,209245958,True
35218,207536225,True
23246,204787802,True
25111,203017912,True
25855,205986339,True
33220,208653767,True
34883,208893644,True
36962,207899814,True
34728,207534895,True
16741,201959840,True
29339,203888987,True
36127,210402579,True
33645,206928607,True
33510,205516750,True
19672,203088013,True
28225,205592439,True
36824,209306028,True
33278,206808441,True
23537,203069939,True
17067,90140498,True
26861,203388612,True
35334,208504396,True
16668,90148258,True
23837,202635467,True
37054,208941074,True
34007,207660497,True
31392,205753566,True
13581,90125786,True
36746,208930717,True
16877,202434158,True
35748,210435439,True
36053,90141687,True
35175,208117922,True
26117,204587909,True
31332,205761272,True
32630,207554111,True
17191,202041195,True
33638,207659192,True
36299,208342524,True
32033,204465488,True
25858,202870184,True
36295,90128026,True
23006,204787746,True
38483,210259873,True
34442,208455894,True
